pmid,title,abstract,year,journal,doi,authors
41095815,Clinical Associations with Hospital Escalation Among COVID-19 Patients Receiving Remdesivir in a Hospital-at-Home Service: A Real-World Cohort Study.,,2025,Journal of clinical medicine,10.3390/jcm14196736,Manuel Mirón-Rubio; Regina de la Corte-Carmona; Amaya Palomo-Iloro; Eduardo Fernández-Carracedo; José Ramón Sevilla-Resúa; Santiago Somovilla-Moreno; Isabel Ortega-Fernández; Francisco Bas-Sanchís; María Del Carmen Montero-Hernández; Irene Gutiérrez-Gómez; Rocío Estepa-Sánchez; Eduardo Oliveros-Acebes
41094888,Smart Healthcare at Home: A Review of AI-Enabled Wearables and Diagnostics Through the Lens of the Pi-CON Methodology.,"The rapid growth of AI-enabled medical wearables and home-based diagnostic devices has opened new pathways for preventive care, chronic disease management and user-driven health insights. Despite significant technological progress, many solutions face adoption hurdles, often due to usability challenges, episodic measurements and poor alignment with daily life. This review surveys the current landscape of at-home healthcare technologies, including wearable vital sign monitors, digital diagnostics and body composition assessment tools. We synthesize insights from the existing literature for this narrative review, highlighting strengths and limitations in sensing accuracy, user experience and integration into daily health routines. Special attention is given to the role of AI in enabling real-time insights, adaptive feedback and predictive monitoring across these devices. To examine persistent adoption challenges from a user-centered perspective, we reflect on the Pi-CON methodology, a conceptual framework previously introduced to stimulate discussion around passive, non-contact, and continuous data acquisition. While Pi-CON is highlighted as a representative methodology, recent external studies in multimodal sensing, RFID-based monitoring, and wearable-ambient integration confirm the broader feasibility of unobtrusive, passive, and continuous health monitoring in real-world environments. We conclude with strategic recommendations to guide the development of more accessible, intelligent and user-aligned smart healthcare solutions.",2025,"Sensors (Basel, Switzerland)",10.3390/s25196067,Steffen Baumann; Richard T Stone; Esraa Abdelall
41094488,The impact of digital literacy on older adults' utilization of community-based home care services: a cross-sectional study.,"China has entered a stage of moderate aging, characterized by a ""90-7-3"" eldercare pattern: 90% of the older adults opt for home-based care, 7% utilize community-based care, and 3% reside in institutional care facilities. With the rapid development of the digital economy, innovative solutions such as smart eldercare devices and telemedicine have emerged, offering new possibilities to enhance the efficiency and quality of eldercare services. However, while benefiting from digital technologies, the older adults generally face challenges posed by the ""digital divide,"" making digital literacy a critical factor constraining the digital transformation of eldercare services.",2025,BMC health services research,10.1186/s12913-025-13427-9,Xueqing Xia; Mingbao Zhu
41094360,Utilization of dental services of older persons after onset of home care --- an observational study from the InSEMaP research project based on German insurance claims data.,"Maintaining a good oral health is important for general health, nutrition, and quality of life. Nevertheless, the utilization of dental services decreases with age. Persons in need of home care, in particular, might face difficulties organizing dental visits due to a decreasing functional status. The aim of this study was to analyze the utilization of dental services of older persons after the onset of need for home care.",2025,BMC geriatrics,10.1186/s12877-025-06420-8,Espen Henken; Hans-Helmut König; Alexander Konnopka; Anja Behrens-Potratz; Stefanie Schellhammer; Petra Schmage; Thomas Zimmermann; Claudia Konnopka
41089208,Rehabilitation Priorities and Employment Reintegration Among Individuals with Spinal Cord Injury Receiving Home-Based Care: A National Cross-Sectional Survey of Functional and Social Determinants.,"Spinal cord injury (SCI) individuals undergoing home-based rehabilitation face multiple challenges, including functional impairments, bladder dysfunction, and employment barriers. Poor bladder management impacts autonomy, health, and quality of life, while limited mobility and environmental inaccessibility hinder return-to-work.",2025,Patient preference and adherence,10.2147/PPA.S535765,Hongxia Pan; Mingfu Ding; Yue Yang; Jianmei Zhang; Liang Zhu; Quan Wei
41086946,"Infection prevention and control knowledge, attitudes, and practices among patients and informal caregivers in home-based care: A systematic review.","Infection prevention and control (IPC) remains a challenge in home-based care, a rapidly expanding care sector worldwide. Despite the central role of patients and informal caregivers, little is known about their knowledge, attitudes, and practices (KAP).",2025,American journal of infection control,10.1016/j.ajic.2025.10.005,Jingjing Shang; Ashley M Chastain; Margaret V McDonald; Jinjiao Wang; Ji Won Lee; Xuefan Ji; Bridget Morse-Karzen; David Russell
41086416,The Use of Technology to Deliver In-Home Aged Care Services: Mixed Methods Study of Australian Staff Perspectives.,"With a global aging population, technology has been proposed as a solution to address the growing demand for services in the in-home aged care sector. Despite the potential of technology, there are difficulties when implementing technology into routine care delivery. There is a lack of evidence regarding the specific factors affecting technology use in the in-home aged care setting from the perspective of the direct care workforce.",2025,JMIR aging,10.2196/76141,Baldwin Pok Man Kwan; Marissa Dickins; Sue Williams; Frances Batchelor; Kerry Hwang; Kate Fulford; Tony Walsh; Helena Jakupovic; Tanya E Davison
41084194,"Timely, Connected and Person-Centred: How the Integrated interRAI Reporting System is Supporting Senior Care in Canada.","The Integrated interRAI Reporting System (IRRS) supports timely, connected and person-centred senior care in Canada. IRRS enables system-to-system communication and near real-time data submission for the home care and long-term care sectors. It houses new interRAI data standards that offer improved commonality and standardization of language. With IRRS, users can explore organizational-level data, compare results across jurisdictions and see trends over time in a dynamic and user-friendly interactive business intelligence tool. IRRS will better support the sectors' ability to respond to emerging pan-Canadian needs to analyze, benchmark and compare data.",2025,"Healthcare quarterly (Toronto, Ont.)",10.12927/hcq.2025.27686,Phoebe Cheng
41083931,Understanding the patients' experience in Primary Technology Enhanced Care Home HbA1c Testing (PTEC HAT) programme-a qualitative study.,"Type 2 Diabetes Mellitus (T2DM) related healthcare expenditure is expected to rise drastically as the incidence of diabetes associated comorbidities increases. It is vital to maintain an optimum glycaemia for patients with diabetes to reduce the risk of diabetes complications. Given the strong predictive value for diabetes complications, HbA1c remains the gold standard to monitor glycaemic control in contemporary clinical practice. The Primary Technology Enhanced Care (PTEC) Home HbA1c Testing (HAT) Programme is a telehealth programme that is intended to empower low-risk patients to test their HbA1c independently at home, supported with tele-monitoring and review through teleconsultation, saving them up to three clinic visits per year. Given the programme's reliance on active patient involvement, understanding patient experiences within the programme to identify the enablers and barriers of using various PTEC HAT components is important for guiding iterative improvement and informing scale-up strategies.",2025,BMC primary care,10.1186/s12875-025-03034-2,Kah Pieng Ong; Elya Chen; Evonne Oh; Eng Sing Lee; Wern Ee Tang; David Wei Liang Ng; Valerie Teo
41083318,Improving Oral Health in Children With Disabilities: A Preventive Home-Based Care Model From Türkiye.,"Children with Special Health Care Needs (CSHCN) face significant challenges in maintaining oral hygiene and accessing dental services due to disabilities. It has been reported that, because of these disadvantages, individuals with special needs experience oral health problems at a higher rate compared to the general population. This study aimed to assess factors influencing oral health in CSHCN within the dental home framework and propose preventive strategies.",2025,"Child: care, health and development",10.1111/cch.70166,Esra Tunalı; Cafer Ataş; Yakup Çağ; Ahmet Lütfullah Orhan; Buğra Özen; Mustafa Aydınbelge; Mustafa Tunalı
